Names,profession,job_length,state,homeownership,annual_income,monthly_wage,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,total_payment,ten_of monthly,spent_strategy,issue_date,payoff_date
Judy Cook DDS,administrative assistant,4,MI,MORTGAGE,"40,000","3,333",24.69,67330,57062.00,credit_card,10000,36,14.08,342,14224,34,1224,1/1/2018,1/1/2021
Collin Keller,analyst,10,MD,MORTGAGE,"92,000","7,667",24.69,432703,71644.00,debt_consolidation,15000,36,7.35,466,18308,47,1692,1/1/2018,1/1/2021
Stephen Thomas,executive administrator ,2,NY,RENT,"35,000","2,917",24.69,25033,12885.00,debt_consolidation,12500,36,18.45,455,19419,45,1620,3/1/2018,3/1/2021
Amy Robertson,licensed profession counselor,4,PA,RENT,"55,213","4,601",24.69,147900,134270.00,credit_card,9000,36,14.07,308,12799,31,1116,3/1/2018,3/1/2021
Alan Alexander,health services administrator,7,WY,MORTGAGE,"89,000","7,417",24.69,431110,196762.00,debt_consolidation,20000,36,10.41,649,26246,65,2340,3/1/2018,3/1/2021
Tracy Chavez,lead,4,TX,MORTGAGE,"45,000","3,750",24.69,376749,97762.00,major_purchase,16800,60,13.58,387,28207,39,2340,3/1/2018,3/1/2023
Dustin Moore,cfo,4,CO,MORTGAGE,"198,000","16,500",24.68,776505,86150.00,debt_consolidation,35000,60,15.05,834,61338,83,4980,2/1/2018,2/1/2023
Jessica Austin,teacher,10,WY,RENT,"48,000","4,000",24.68,80300,45108.00,credit_card,6000,36,6.72,185,7210,18,648,2/1/2018,2/1/2021
Martin Lawrence,teacher,10,MI,RENT,"41,000","3,417",24.68,47769,45915.00,car,1500,36,17.47,54,2286,5,180,3/1/2018,3/1/2021
Gary Smith,designer,3,NJ,RENT,"60,000","5,000",24.68,76192,44306.00,credit_card,20000,36,9.92,645,25952,64,2304,3/1/2018,3/1/2021
Emily Harvey,office managetr ,10,CT,RENT,"72,000","6,000",24.67,125862,38490.00,debt_consolidation,25000,36,7.34,776,30505,78,2808,3/1/2018,3/1/2021
Karen Lawrence,transportation supervisor,3,OH,MORTGAGE,"54,625","4,552",24.67,54473,40718.00,credit_card,16000,36,5.31,482,18549,48,1728,3/1/2018,3/1/2021
Corey Stanley,operating partner/general manager,7,OH,RENT,"66,000","5,500",24.67,91092,71243.00,debt_consolidation,26500,60,18.45,679,50946,68,4080,3/1/2018,3/1/2023
Jeffrey Singleton,manager,8,NE,MORTGAGE,"56,000","4,667",24.67,254805,35773.00,debt_consolidation,20000,36,14.08,684,28448,68,2448,1/1/2018,1/1/2021
Faith Holmes,,,FL,RENT,"45,000","3,750",24.67,61791,45502.00,debt_consolidation,10000,36,10.42,325,13126,32,1152,1/1/2018,1/1/2021
Gary Harris,nut ricin technician,8,TN,RENT,"33,250","2,771",24.66,64648,32435.00,other,15000,36,6.71,461,18020,46,1656,3/1/2018,3/1/2021
Jacob Jones,staff coordinator ,1,NJ,RENT,"40,000","3,333",24.66,70600,48363.00,debt_consolidation,8000,36,9.93,258,10383,26,936,1/1/2018,1/1/2021
Travis Perez,department maneger ,10,MA,MORTGAGE,"42,000","3,500",24.66,291081,25301.00,home_improvement,6025,36,12.61,202,8304,20,720,3/1/2018,3/1/2021
Theresa Brown,forman,10,MD,OWN,"75,000","6,250",24.66,113356,60528.00,credit_card,10000,36,9.44,320,12832,32,1152,1/1/2018,1/1/2021
Joseph Jackson,border patrol agent,8,NY,MORTGAGE,"120,000","10,000",24.66,306556,74281.00,credit_card,11200,60,26.77,340,26191,34,2040,3/1/2018,3/1/2023
Emily Davis,debt collector,3,MA,RENT,"60,000","5,000",24.66,226131,67509.00,credit_card,13000,36,7.34,403,15863,40,1440,2/1/2018,2/1/2021
Tyler Russell,owner,2,IL,MORTGAGE,"40,000","3,333",24.66,53591,37532.00,credit_card,15000,36,7.96,470,18582,47,1692,3/1/2018,3/1/2021
John Kelley,pipeliner,5,PA,MORTGAGE,"100,000","8,333",24.65,313889,118338.00,home_improvement,6000,36,6.71,184,7208,18,648,3/1/2018,3/1/2021
Jesse Stokes,treasurer,10,TX,OWN,"46,000","3,833",24.65,65600,33457.00,debt_consolidation,25000,60,17.47,628,46838,63,3780,3/1/2018,3/1/2023
Rodney Garcia,vocational counselor,2,IL,RENT,"56,000","4,667",24.65,100457,93333.00,debt_consolidation,10000,60,21.45,273,20725,27,1620,1/1/2018,1/1/2023
James Werner,service technician ,10,CA,RENT,"52,000","4,333",24.65,69952,38103.00,debt_consolidation,40000,36,10.9,"1,308",53080,131,4716,3/1/2018,3/1/2021
Lori Bass,driver,10,VA,MORTGAGE,"70,000","5,833",24.65,404759,59164.00,debt_consolidation,12000,60,19.42,314,23652,31,1860,3/1/2018,3/1/2023
Jose Fischer,survey technician,4,MD,MORTGAGE,"42,600","3,550",24.65,76421,59584.00,debt_consolidation,6000,36,15.05,208,8709,21,756,1/1/2018,1/1/2021
Amy Lynch,personal asst,10,CA,RENT,"70,000","5,833",24.64,94282,46117.00,debt_consolidation,7200,36,13.58,245,10133,24,864,3/1/2018,3/1/2021
Jeremy Owen,dept manager,10,TX,RENT,"53,000","4,417",24.64,96441,87309.00,vacation,2800,36,10.91,92,3716,9,324,1/1/2018,1/1/2021
Gerald Jones,,,CA,OWN,"85,000","7,083",24.64,410022,116051.00,credit_card,20000,60,30.79,657,50790,66,3960,1/1/2018,1/1/2023
James Whitaker,service tech,2,OK,RENT,"54,500","4,542",24.64,100282,68742.00,debt_consolidation,25000,60,10.42,536,38025,54,3240,1/1/2018,1/1/2023
Julie Charles,nurse,10,MN,OWN,"55,000","4,583",24.63,101300,39371.00,credit_card,20000,60,9.93,424,29930,42,2520,1/1/2018,1/1/2023
Allen Moore,,,KS,RENT,"13,692","1,141",24.63,80248,11641.00,other,3000,36,17.47,108,4572,11,396,3/1/2018,3/1/2021
Leslie Velazquez,dist computer tech,4,TX,MORTGAGE,"29,000","2,417",24.63,55845,24688.00,debt_consolidation,7500,36,12.62,251,10340,25,900,1/1/2018,1/1/2021
Kaitlyn Ramirez,medical record ,0,FL,RENT,"28,800","2,400",24.62,71575,19435.00,debt_consolidation,8300,36,6.72,255,9973,26,936,1/1/2018,1/1/2021
Heidi Carpenter,support coordinator,10,CA,RENT,"71,000","5,917",24.61,158444,54288.00,debt_consolidation,16000,36,10.41,519,20997,52,1872,2/1/2018,2/1/2021
Matthew Johnson,financial advisor,10,CA,RENT,"93,000","7,750",24.61,111728,81539.00,credit_card,25000,36,11.99,830,33993,83,2988,1/1/2018,1/1/2021
Raymond Blair,accounts manager,3,CA,RENT,"51,000","4,250",24.61,105460,106374.00,debt_consolidation,5300,36,12.62,178,7307,18,648,2/1/2018,2/1/2021
Paul Hebert,school bus driver,0,WA,MORTGAGE,"30,000","2,500",24.6,42400,31141.00,debt_consolidation,9000,36,12.62,302,12407,30,1080,2/1/2018,2/1/2021
Sean Ward,accountant,3,CA,MORTGAGE,"70,000","5,833",24.6,434710,54067.00,debt_consolidation,14000,36,6.72,430,16822,43,1548,2/1/2018,2/1/2021
Shannon Russell,,,MN,RENT,"48,000","4,000",24.6,64497,28467.00,debt_consolidation,13000,36,10.42,422,17064,42,1512,2/1/2018,2/1/2021
Sarah Sexton,unit manager,10,IL,MORTGAGE,"68,000","5,667",24.6,307329,79188.00,debt_consolidation,8000,36,7.96,251,9910,25,900,3/1/2018,3/1/2021
Jacqueline Mcdonald,data scientist/ developer ,1,MD,MORTGAGE,"122,000","10,167",24.59,540105,143742.00,small_business,28000,60,15.04,667,49056,67,4020,3/1/2018,3/1/2023
Carrie Casey,bartender,6,NV,RENT,"60,000","5,000",24.58,68420,31706.00,debt_consolidation,16000,36,13.58,544,22518,54,1944,3/1/2018,3/1/2021
Douglas Galloway,math teacher,3,IL,RENT,"38,000","3,167",24.58,43716,27204.00,debt_consolidation,15000,36,15.04,520,21768,52,1872,3/1/2018,3/1/2021
James Dyer,controller,0,TN,RENT,"90,000","7,500",24.57,358483,210505.00,debt_consolidation,16000,60,14.08,373,27264,37,2220,2/1/2018,2/1/2023
George Burch,property adjuster,10,CA,RENT,"125,000","10,417",24.57,115962,65050.00,debt_consolidation,12000,60,19.03,311,23418,31,1860,2/1/2018,2/1/2023
James Davis,manager,4,TX,MORTGAGE,"72,000","6,000",24.57,198390,45870.00,debt_consolidation,14400,36,11.99,478,19580,48,1728,2/1/2018,2/1/2021
Erica Fisher,customs specialist,0,NY,MORTGAGE,"42,500","3,542",24.57,123232,57581.00,debt_consolidation,11000,36,18.06,398,16960,40,1440,2/1/2018,2/1/2021
Melissa Medina,landfill attendant,1,WA,MORTGAGE,"60,000","5,000",24.56,41000,27781.00,debt_consolidation,20000,60,26.3,602,46300,60,3600,2/1/2018,2/1/2023
Jake Holt,librarian assistant,5,CO,RENT,"30,000","2,500",24.56,32837,24183.00,credit_card,5000,36,11.99,166,6799,17,612,2/1/2018,2/1/2021
Lisa Mayo,senior business analyst,10,CA,RENT,"65,500","5,458",24.55,56900,40017.00,debt_consolidation,28000,36,16.02,985,41457,98,3528,2/1/2018,2/1/2021
Tracy Mclaughlin,senior associate,10,VA,MORTGAGE,"180,000","15,000",24.55,878143,189430.00,debt_consolidation,40000,36,6.08,"1,218",47296,122,4392,1/1/2018,1/1/2021
Kevin Jacobson,communication agent,10,CA,RENT,"48,000","4,000",24.55,40762,28351.00,debt_consolidation,4000,36,14.07,137,5688,14,504,2/1/2018,2/1/2021
Amanda Hughes,rn,10,MO,MORTGAGE,"70,000","5,833",24.55,206707,42706.00,other,2500,36,14.07,86,3555,9,324,2/1/2018,2/1/2021
Renee Johnson,field inspector,6,NY,MORTGAGE,"37,200","3,100",24.55,97119,25103.00,credit_card,14400,60,18.06,366,27403,37,2220,2/1/2018,2/1/2023
Alan Little,regional it security manager,1,NV,OWN,"93,844","7,820",24.54,315880,198889.00,home_improvement,16000,60,19.42,419,31536,42,2520,3/1/2018,3/1/2023
Laura Williams,tier 1 tech support,2,PA,OWN,"42,000","3,500",24.54,60917,33892.00,credit_card,10800,36,7.35,335,13181,34,1224,2/1/2018,2/1/2021
Pam Rowe,executive,10,NJ,OWN,"92,000","7,667",24.54,61500,48907.00,debt_consolidation,20000,36,20,743,32000,74,2664,1/1/2018,1/1/2021
Tracy Hernandez,gs-6,4,VA,MORTGAGE,"82,000","6,833",24.53,70417,44603.00,debt_consolidation,35000,36,16.02,"1,231",51821,123,4428,2/1/2018,2/1/2021
Christopher Cooper,office manager,10,WV,OWN,"49,500","4,125",24.53,148853,81472.00,debt_consolidation,12500,36,6.71,384,15016,38,1368,3/1/2018,3/1/2021
Matthew Johnson,business office manager,10,FL,MORTGAGE,"62,712","5,226",24.53,232192,60698.00,debt_consolidation,10000,36,12.61,335,13783,34,1224,3/1/2018,3/1/2021
Diana Parsons,safety coordinator,10,TX,MORTGAGE,"100,000","8,333",24.53,298666,78496.00,credit_card,26000,60,14.08,606,44304,61,3660,2/1/2018,2/1/2023
Derek Blankenship,certified pharmacy tech,2,VA,MORTGAGE,"48,000","4,000",24.53,47209,35193.00,debt_consolidation,9000,36,21.85,343,14900,34,1224,3/1/2018,3/1/2021
Tracie Bennett,asset protection,4,AZ,MORTGAGE,"32,000","2,667",24.53,134036,23037.00,debt_consolidation,14000,60,13.59,323,23513,32,1920,1/1/2018,1/1/2023
Emily Mitchell,caregiver,10,WA,OWN,"30,000","2,500",24.52,38832,22277.00,other,2000,36,19.42,74,3165,7,252,2/1/2018,2/1/2021
Jennifer Black,assistant head,3,WA,RENT,"105,000","8,750",24.52,147207,49947.00,debt_consolidation,25000,36,6.72,769,30040,77,2772,2/1/2018,2/1/2021
Tracey Hebert,a/c service technician ,2,FL,OWN,"38,000","3,167",24.51,56793,39817.00,debt_consolidation,8500,36,14.08,291,12090,29,1044,1/1/2018,1/1/2021
Karen Green,,,FL,OWN,"85,000","7,083",24.5,78378,51775.00,credit_card,5500,36,11.98,183,7477,18,648,2/1/2018,2/1/2021
Laura Lin,sales and marketing manager,0,MA,RENT,"43,200","3,600",24.5,76541,44351.00,credit_card,10000,36,6.08,305,11824,30,1080,1/1/2018,1/1/2021
Nathaniel Butler,assembler,10,NC,RENT,"37,500","3,125",24.48,48660,31116.00,credit_card,1800,36,10.41,58,2362,6,216,3/1/2018,3/1/2021
Amy Baxter,machine operator,1,WI,MORTGAGE,"35,000","2,917",24.48,257195,29023.00,home_improvement,30000,60,7.34,599,41010,60,3600,3/1/2018,3/1/2023
Lisa Lewis,care giver,3,NY,OWN,"25,000","2,083",24.48,20905,10346.00,debt_consolidation,3000,36,7.34,93,3661,9,324,2/1/2018,2/1/2021
Rebecca Williams,owner,4,NE,MORTGAGE,"65,000","5,417",24.48,122690,68873.00,debt_consolidation,9000,36,21.85,343,14900,34,1224,2/1/2018,2/1/2021
Samuel Peterson,marketing director,1,NY,MORTGAGE,"68,000","5,667",24.48,80125,49077.00,debt_consolidation,15000,36,17.47,538,22862,54,1944,3/1/2018,3/1/2021
Sheryl Christensen,secretary,0,NJ,RENT,"37,260","3,105",24.47,97070,89537.00,other,3500,36,18.06,127,5396,13,468,2/1/2018,2/1/2021
Joel Barry,office manager,5,WA,MORTGAGE,"46,000","3,833",24.47,70720,58841.00,debt_consolidation,6700,36,14.08,229,9530,23,828,1/1/2018,1/1/2021
Terry Jackson,hazardous materials compliance officer,2,NC,MORTGAGE,"95,000","7,917",24.47,336147,110766.00,debt_consolidation,35925,36,5.32,"1,082",41659,108,3888,2/1/2018,2/1/2021
Angela Gardner,sports editor,10,HI,RENT,"111,000","9,250",24.46,166350,70199.00,credit_card,25000,36,7.35,776,30513,78,2808,2/1/2018,2/1/2021
William Smith,hris/payroll specialist,6,FL,MORTGAGE,"65,000","5,417",24.46,202231,67044.00,debt_consolidation,20000,60,25.81,597,45810,60,3600,3/1/2018,3/1/2023
Sarah Perry,owner,1,FL,RENT,"50,000","4,167",24.46,112304,83678.00,credit_card,24000,36,15.04,832,34829,83,2988,3/1/2018,3/1/2021
Nicolas Lloyd,attorney,2,NV,MORTGAGE,"95,000","7,917",24.46,261577,277663.00,debt_consolidation,23000,36,11.98,764,31266,76,2736,3/1/2018,3/1/2021
Mariah Gutierrez,assistant district attorney,2,NY,RENT,"62,000","5,167",24.46,306048,283750.00,debt_consolidation,13600,36,19.03,499,21364,50,1800,1/1/2018,1/1/2021
Jeremy Montes,branch administrator,10,MD,MORTGAGE,"72,768","6,064",24.46,220081,36196.00,other,4000,36,17.47,144,6096,14,504,3/1/2018,3/1/2021
Anne Lee,order specialist,10,FL,MORTGAGE,"75,610","6,301",24.45,467226,60913.00,small_business,5525,36,16.01,194,8179,19,684,3/1/2018,3/1/2021
Abigail Martin,,,ND,OWN,"24,000","2,000",24.45,19300,16311.00,debt_consolidation,9000,36,19.03,330,14138,33,1188,1/1/2018,1/1/2021
Michael Davis,rn,3,NY,RENT,"65,000","5,417",24.45,38997,23684.00,moving,5000,36,15.05,173,7258,17,612,2/1/2018,2/1/2021
Randy Mann,marketing specialist,2,IN,MORTGAGE,"50,000","4,167",24.44,305936,118341.00,credit_card,15000,36,7.35,466,18308,47,1692,1/1/2018,1/1/2021
Erica Ortiz,account manager,2,GA,MORTGAGE,"68,000","5,667",24.44,198408,57154.00,other,38400,36,7.34,"1,192",46856,119,4284,2/1/2018,2/1/2021
Daniel Moody,business development manager,0,WV,MORTGAGE,"90,000","7,500",24.43,479546,106772.00,debt_consolidation,5600,36,16.02,197,8291,20,720,2/1/2018,2/1/2021
Michael Porter,team leader,4,MD,OWN,"75,000","6,250",24.42,352219,67693.00,credit_card,16000,36,7.35,497,19528,50,1800,1/1/2018,1/1/2021
Sharon Pena,sales manger,1,CA,MORTGAGE,"85,000","7,083",24.42,96247,67146.00,debt_consolidation,30000,36,18.06,"1,085",46254,109,3924,1/1/2018,1/1/2021
Frank Oconnor,server,3,MN,RENT,"43,000","3,583",24.42,53205,44488.00,credit_card,24000,60,26.3,723,55560,72,4320,1/1/2018,1/1/2023
Miguel Graham,referral representative,0,NC,MORTGAGE,"38,000","3,167",24.42,67748,49572.00,debt_consolidation,4000,36,10.41,130,5249,13,468,2/1/2018,2/1/2021
Stephanie Mason,manager,3,CA,MORTGAGE,"128,500","10,708",24.41,678900,184723.00,debt_consolidation,18000,36,9.93,580,23362,58,2088,1/1/2018,1/1/2021
Ruth Hall,rn,10,CO,MORTGAGE,"73,000","6,083",24.41,287900,46981.00,debt_consolidation,17000,36,7.35,528,20749,53,1908,1/1/2018,1/1/2021
Theresa Nelson,registered nurse,2,CO,MORTGAGE,"59,000","4,917",24.41,425959,128569.00,home_improvement,21675,60,13.58,500,36392,50,3000,3/1/2018,3/1/2023
Christopher Ortega,vice president - operations,10,OH,MORTGAGE,"200,000","16,667",24.39,199182,131058.00,other,7500,36,7.97,235,9293,23,828,2/1/2018,2/1/2021
Chelsea Berger,managing director,5,UT,MORTGAGE,"350,000","29,167",24.39,1416690,403275.00,debt_consolidation,35000,36,10.42,"1,136",45941,114,4104,2/1/2018,2/1/2021
David Berg,benefits representative,2,AZ,RENT,"52,000","4,333",24.39,86360,47451.00,debt_consolidation,17450,60,13.58,402,29299,40,2400,3/1/2018,3/1/2023
Chelsea Ward,project manager,2,KS,MORTGAGE,"55,000","4,583",24.39,333278,52771.00,debt_consolidation,17000,36,6.72,523,20427,52,1872,1/1/2018,1/1/2021
Timothy Melendez,office manager,10,IL,MORTGAGE,"73,000","6,083",24.38,194873,57185.00,debt_consolidation,20000,60,9.44,419,29440,42,2520,1/1/2018,1/1/2023
Mary Moore,ceo president,10,GA,MORTGAGE,"196,000","16,333",24.38,264105,214317.00,credit_card,28000,36,15.05,971,40642,97,3492,2/1/2018,2/1/2021
Anthony Rodriguez,cosmetologist,5,NJ,RENT,"51,000","4,250",24.38,72525,27422.00,debt_consolidation,18000,60,18.06,458,34254,46,2760,1/1/2018,1/1/2023
Brandy Edwards,radiology,10,MI,MORTGAGE,"36,000","3,000",24.37,203884,25327.00,debt_consolidation,16000,36,6.08,487,18918,49,1764,1/1/2018,1/1/2021
Todd Salazar,operator one,10,IN,MORTGAGE,"100,000","8,333",24.37,439624,69582.00,other,23000,60,18.06,585,43769,58,3480,2/1/2018,2/1/2023
Tara Andrews,processor,0,OH,MORTGAGE,"27,000","2,250",24.37,193843,24754.00,debt_consolidation,16000,60,17.09,398,29672,40,2400,1/1/2018,1/1/2023
James Poole,attendant,5,CA,RENT,"21,918","1,827",24.37,41417,24573.00,car,8000,36,6.71,246,9610,25,900,3/1/2018,3/1/2021
Stephen Perez,,,MI,MORTGAGE,"90,000","7,500",24.36,359324,71363.00,debt_consolidation,14000,36,9.43,448,17961,45,1620,3/1/2018,3/1/2021
Bruce Johnson,saw operator,7,IN,MORTGAGE,"50,000","4,167",24.36,199545,26654.00,debt_consolidation,33100,60,14.08,772,56402,77,4620,2/1/2018,2/1/2023
Rachel Davis,sps,0,MN,MORTGAGE,"38,000","3,167",24.35,32500,22195.00,debt_consolidation,11000,36,13.58,374,15481,37,1332,3/1/2018,3/1/2021
Jessica Braun,software engineer,10,TX,MORTGAGE,"88,500","7,375",24.35,454344,76479.00,credit_card,26450,60,16.01,643,47623,64,3840,3/1/2018,3/1/2023
Ann Gonzalez,customer service rep,0,MN,RENT,"27,354","2,280",24.35,27809,20173.00,credit_card,12000,36,16.01,422,17764,42,1512,3/1/2018,3/1/2021
Matthew Valencia,director ,5,NY,OWN,"140,000","11,667",24.34,261925,169085.00,debt_consolidation,40000,36,6.08,"1,218",47296,122,4392,1/1/2018,1/1/2021
Erin Rodriguez DDS,health technician,2,CA,RENT,"53,000","4,417",24.34,70700,44039.00,debt_consolidation,17000,36,14.08,582,24181,58,2088,2/1/2018,2/1/2021
Elizabeth Allen,support manager,6,TX,MORTGAGE,"108,000","9,000",24.34,399377,98220.00,debt_consolidation,18000,36,19.03,660,28276,66,2376,1/1/2018,1/1/2021
Janice Lewis,brigade s1,4,TX,RENT,"73,000","6,083",24.33,90025,43031.00,debt_consolidation,10000,36,5.31,301,11593,30,1080,3/1/2018,3/1/2021
Brandon Torres,captain,9,CO,MORTGAGE,"97,000","8,083",24.32,415603,46872.00,debt_consolidation,35000,36,6.08,"1,066",41384,107,3852,1/1/2018,1/1/2021
Natalie White,dds,6,TX,MORTGAGE,"160,000","13,333",24.31,1017789,431708.00,debt_consolidation,36000,36,6.72,"1,107",43258,111,3996,1/1/2018,1/1/2021
Kenneth Wilkins,automotive service lane manager,10,WV,OWN,"172,000","14,333",24.31,764559,110739.00,home_improvement,36000,60,15.05,857,63090,86,5160,2/1/2018,2/1/2023
Andre Thompson,banker,3,CA,RENT,"35,000","2,917",24.31,45100,24084.00,debt_consolidation,12000,60,17.47,301,22482,30,1800,3/1/2018,3/1/2023
Jeffery Miller,ceo,10,IL,MORTGAGE,"130,000","10,833",24.3,259240,105376.00,credit_card,40000,36,10.91,"1,308",53092,131,4716,1/1/2018,1/1/2021
Jeffrey Marshall,district conservationist,10,MD,MORTGAGE,"99,000","8,250",24.29,437356,86788.00,debt_consolidation,25000,36,6.08,761,29560,76,2736,2/1/2018,2/1/2021
Aaron Brown,sales,10,TX,MORTGAGE,"80,000","6,667",24.29,518468,59611.00,credit_card,15000,36,14.08,513,21336,51,1836,2/1/2018,2/1/2021
Frank Williams,store manager,9,FL,RENT,"71,000","5,917",24.29,83276,61726.00,major_purchase,4000,36,10.41,130,5249,13,468,3/1/2018,3/1/2021
Thomas Ross,"sr, examiner",10,NY,RENT,"72,000","6,000",24.28,82729,49545.00,vacation,2500,36,10.42,81,3282,8,288,2/1/2018,2/1/2021
Robert Harrison,,,MD,MORTGAGE,"115,000","9,583",24.28,428828,78406.00,other,12000,60,16.01,292,21606,29,1740,2/1/2018,2/1/2023
Gabriela Shannon,registered nurse team leader,10,OH,MORTGAGE,"85,441","7,120",24.28,276320,58827.00,credit_card,15000,36,10.91,490,19910,49,1764,1/1/2018,1/1/2021
Sara Warren,senior lender specialist ii,1,FL,RENT,"43,000","3,583",24.28,44979,32507.00,debt_consolidation,12000,36,10.42,390,15751,39,1404,2/1/2018,2/1/2021
Megan Petersen,,,KS,RENT,"50,000","4,167",24.27,43100,21464.00,major_purchase,20000,36,10.91,654,26546,65,2340,1/1/2018,1/1/2021
Cynthia Nunez,department chari,10,MD,RENT,"40,000","3,333",24.27,66808,35780.00,debt_consolidation,10000,36,9.44,320,12832,32,1152,2/1/2018,2/1/2021
Brittney Ruiz,dental hygienst,10,OK,OWN,"72,000","6,000",24.27,210769,64400.00,debt_consolidation,24000,60,15.05,572,42060,57,3420,2/1/2018,2/1/2023
Julie Maxwell,qa control,6,WI,OWN,"45,000","3,750",24.26,77278,25323.00,house,15000,36,6.72,461,18024,46,1656,1/1/2018,1/1/2021
Jennifer Gardner,,,GA,MORTGAGE,"55,296","4,608",24.26,329220,49921.00,debt_consolidation,20000,60,21.85,551,41850,55,3300,3/1/2018,3/1/2023
Hannah Warren,art teacher,3,WY,MORTGAGE,"52,000","4,333",24.26,362691,194572.00,debt_consolidation,6000,36,7.97,188,7435,19,684,1/1/2018,1/1/2021
Courtney Castillo,software engineer,10,NH,MORTGAGE,"155,000","12,917",24.25,393114,109685.00,home_improvement,25000,60,7.35,499,34188,50,3000,2/1/2018,2/1/2023
David Sanchez,pipelayer/construction laborer,10,CA,MORTGAGE,"90,000","7,500",24.24,406204,59342.00,home_improvement,6000,36,7.97,188,7435,19,684,1/1/2018,1/1/2021
Sherri Murphy,southeast market manager,3,FL,RENT,"96,000","8,000",24.24,342194,49442.00,credit_card,32000,36,9.92,"1,031",41523,103,3708,3/1/2018,3/1/2021
Mr. Charles Jimenez,executive pastor ,10,AL,MORTGAGE,"45,000","3,750",24.24,84324,33590.00,debt_consolidation,14000,60,14.07,326,23849,33,1980,3/1/2018,3/1/2023
April Pearson,manager,4,CT,MORTGAGE,"72,000","6,000",24.23,675500,43882.00,credit_card,40000,60,10.42,858,60840,86,5160,1/1/2018,1/1/2023
Michael Mccoy,detailer,5,NY,MORTGAGE,"38,000","3,167",24.23,171265,27856.00,credit_card,31650,60,21.45,864,65595,86,5160,2/1/2018,2/1/2023
John Johnson,customer service specialist,4,MD,RENT,"55,000","4,583",24.22,152164,153081.00,debt_consolidation,15000,60,28.72,474,36540,47,2820,2/1/2018,2/1/2023
Kevin Davis,science teacher,10,CA,MORTGAGE,"125,000","10,417",24.22,547888,108069.00,small_business,6000,36,11.99,199,8158,20,720,1/1/2018,1/1/2021
Jeffrey Hughes,seafood clerk,2,CT,RENT,"22,000","1,833",24.22,24200,12110.00,credit_card,10000,36,22.91,387,16873,39,1404,1/1/2018,1/1/2021
Misty Brown,food technician 1,10,CA,MORTGAGE,"76,000","6,333",24.21,394408,51547.00,debt_consolidation,20000,60,23.87,574,43870,57,3420,3/1/2018,3/1/2023
James Harris,teacher,10,AR,OWN,"45,000","3,750",24.21,89826,128214.00,credit_card,10000,36,10.42,325,13126,32,1152,1/1/2018,1/1/2021
