Names,profession,loan_purpose,total_credit_utilized,loan_amount,interest_rate,term,ten_of monthly,total_satoshis,total_sp_value,payoff_date,sp_price_on_date,btc_price_on_date,btc_sold_on_term,sp_sold_term,total_payment,spent_strategy
Sherry Randolph,,debt_consolidation,59566,25600,19.03,60,66,37161498,1.2012,1/1/2023,3824,16540,6146.51,4593.3888,40791,3600
Janet Rice,adjunct professor,medical,20983,2000,16.02,36,7,3411751,0.0875,1/1/2021,3700,29022.42,990.17,323.75,50370,4140
John Brown,president,home_improvement,119392,30675,5.32,36,92,44840156,0.425,1/1/2021,3700,29022.42,13013.7,1572.5,5181,432
Dr. Jonathan Sandoval DDS,stewart,debt_consolidation,18161,12000,19.03,36,44,21445292,0.55,1/1/2021,3700,29022.42,6223.94,2035,6101,576
Anthony Ellis,tech,house,56071,30000,5.32,36,90,43865370,1.125,1/1/2021,3700,29022.42,12730.79,4162.5,25952,2304
Scott Diaz,attorney,other,113772,30000,5.32,36,90,43865370,1.125,1/1/2021,3700,29022.42,12730.79,4162.5,17525,1440
Scott Ball,general manager,major_purchase,66384,4375,26.3,36,18,8773074,0.225,1/1/2021,3700,29022.42,2546.16,832.5,24176,2016
John Baker,warehouse,debt_consolidation,72399,9600,6.08,36,29,14134397,0.3625,1/1/2021,3700,29022.42,4102.14,1341.25,38123,3000
Amber Reed,physician ,credit_card,144836,30000,13.59,36,102,49714086,1.275,1/1/2021,3700,29022.42,14428.23,4717.5,12388,1116
Marcus Shaw,comgr,debt_consolidation,72017,40000,7.97,60,81,45607293,1.4742,1/1/2023,3824,16540,7543.45,5637.3408,27350,2400
David Lee,owner/consultant,credit_card,97785,15000,6.72,36,46,22420078,0.575,1/1/2021,3700,29022.42,6506.85,2127.5,14221,1224
Leonard Parker,administrator,debt_consolidation,57413,10000,9.44,36,32,15596576,0.4,1/1/2021,3700,29022.42,4526.5,1480,54405,4320
Alison Harris,barista,debt_consolidation,113041,10000,12.62,36,34,16571362,0.425,1/1/2021,3700,29022.42,4809.41,1572.5,4138,396
Lisa Murphy,lieutenant sheriff dept,debt_consolidation,37858,8000,16.02,36,28,13647004,0.35,1/1/2021,3700,29022.42,3960.69,1295,45723,3888
Travis Herman,supeintendent,other,57448,7000,14.08,36,24,11697432,0.3,1/1/2021,3700,29022.42,3394.88,1110,28838,2280
Susan Hill,owner operator,other,14020,10000,14.08,36,34,16571362,0.425,1/1/2021,3700,29022.42,4809.41,1572.5,13597,1188
Sara Ortiz,office manager,credit_card,30568,5000,19.03,36,18,8773074,0.225,1/1/2021,3700,29022.42,2546.16,832.5,21629,1980
Jonathan Martinez,,debt_consolidation,86162,5000,20,36,19,9260467,0.2375,1/1/2021,3700,29022.42,2687.61,878.75,29553,2736
Heather Walker,motor vehicle representative ,credit_card,39567,6000,6.72,36,18,8773074,0.225,1/1/2021,3700,29022.42,2546.16,832.5,7256,612
Rebekah Hogan,guidance counselor,credit_card,76057,7000,15.05,36,24,11697432,0.3,1/1/2021,3700,29022.42,3394.88,1110,15575,1404
Larry Drake,owner,credit_card,50324,15000,9.93,36,48,23394864,0.6,1/1/2021,3700,29022.42,6789.76,2220,12567,1044
Jennifer Melton,manager,major_purchase,93021,35000,13.59,36,119,57999767,1.4875,1/1/2021,3700,29022.42,16832.94,5503.75,38388,3180
Jessica Robinson,dental technician ,other,22135,12450,19.03,36,46,22420078,0.575,1/1/2021,3700,29022.42,6506.85,2127.5,52192,4320
Jose Powell,campus safety officer,other,31307,6000,10.42,36,19,9260467,0.2375,1/1/2021,3700,29022.42,2687.61,878.75,26288,2160
Rachel Smith,software developer,debt_consolidation,7364,9000,10.42,36,29,14134397,0.3625,1/1/2021,3700,29022.42,4102.14,1341.25,4806,432
Alicia Hernandez,lp nurse,debt_consolidation,41618,5000,13.59,36,17,8285681,0.2125,1/1/2021,3700,29022.42,2404.71,786.25,7686,720
Barbara Lee,collision technician ,credit_card,85788,20000,15.05,60,48,27026544,0.8736,1/1/2023,3824,16540,4470.19,3340.6464,9518,828
Patricia Taylor,food associate,credit_card,12569,6000,11.99,36,20,9747860,0.25,1/1/2021,3700,29022.42,2829.06,925,25958,2304
Christina Hogan,,other,324,2500,11.99,36,8,3899144,0.1,1/1/2021,3700,29022.42,1131.63,370,47474,3900
Hannah Taylor,operations analyst,debt_consolidation,16777,12800,11.99,60,28,15765484,0.5096,1/1/2023,3824,16540,2607.61,1948.7104,28522,2220
Christopher Sweeney,sales,credit_card,94690,35000,9.93,60,74,41665922,1.3468,1/1/2023,3824,16540,6891.54,5150.1632,53833,4260
Nathan Martinez,clinical coordinator ,home_improvement,29845,12000,5.32,36,36,17546148,0.45,1/1/2021,3700,29022.42,5092.32,1665,6416,576
Kim Robinson,wealth mgmnt associate,credit_card,55164,18000,17.09,60,45,25337385,0.819,1/1/2023,3824,16540,4190.8,3131.856,30910,2580
Patricia Meyer,,other,24370,14850,16.02,36,52,25344436,0.65,1/1/2021,3700,29022.42,7355.57,2405,45381,3852
Heidi Floyd,owner operator,debt_consolidation,34008,10000,7.35,36,31,15109183,0.3875,1/1/2021,3700,29022.42,4385.05,1433.75,19909,1728
Ms. Donna Klein,night manager ,debt_consolidation,10104,10000,17.09,36,36,17546148,0.45,1/1/2021,3700,29022.42,5092.32,1665,1969,180
Tara Valentine,maternal child health specialist,credit_card,105514,19500,16.02,60,47,26463491,0.8554,1/1/2023,3824,16540,4377.06,3271.0496,60762,5040
David Gordon,project manager ,credit_card,29901,8400,10.91,36,27,13159611,0.4375,1/1/2021,3700,29022.42,3819.24,1618.75,11651,972
Adam Lane,sales and service fire protection,credit_card,4175,5250,6.72,36,16,7798288,0.2,1/1/2021,3700,29022.42,2263.25,740,42600,3480
Amy Wilkerson,certifying scientist,debt_consolidation,133106,20000,14.08,36,68,33142724,0.85,1/1/2021,3700,29022.42,9618.82,3145,42672,3708
Gary Hill,teacher,debt_consolidation,9372,4800,15.05,36,17,8285681,0.2125,1/1/2021,3700,29022.42,2404.71,786.25,48251,4212
Tiffany Wilson,gm clerk/cashier,other,332,12500,15.05,60,30,16891590,0.546,1/1/2023,3824,16540,2793.87,2087.904,8158,720
Carlos Williams,licenced practical nurse,car,10319,16000,12.62,60,36,20269908,0.6552,1/1/2023,3824,16540,3352.64,2505.4848,10618,936
Richard Goodwin,microbiology labratory security,other,1364,3600,6.72,36,11,5361323,0.1375,1/1/2021,3700,29022.42,1555.99,508.75,8446,720
Debbie Watkins,paraeducator,debt_consolidation,34750,23000,15.05,60,55,30967915,1.001,1/1/2023,3824,16540,5122.09,3827.824,42060,3420
Brian Jefferson,store manager,debt_consolidation,82328,12500,12.62,60,28,15765484,0.5096,1/1/2023,3824,16540,2607.61,1948.7104,20096,1872
Dennis Christensen,smts software engineer,debt_consolidation,9701,20000,12.62,60,45,25337385,0.819,1/1/2023,3824,16540,4190.8,3131.856,60064,4932
Warren Shepherd,clinical representative iii ,debt_consolidation,16016,19000,24.85,60,56,31530968,1.0192,1/1/2023,3824,16540,5215.22,3897.4208,47590,4176
Tiffany Smith,vice president/director of sales,debt_consolidation,35266,5000,6.08,36,15,7310895,0.1875,1/1/2021,3700,29022.42,2121.8,693.75,17414,1512
Deborah Ray,director of catering,credit_card,42248,7000,19.03,36,26,12672218,0.325,1/1/2021,3700,29022.42,3677.78,1202.5,37068,3120
Gabriela Brown,mechanic ,home_improvement,8642,10000,16.02,36,35,17058755,0.4375,1/1/2021,3700,29022.42,4950.86,1618.75,33630,2640
Danny Green,area manager,debt_consolidation,24722,25000,11.99,36,83,40453619,1.0375,1/1/2021,3700,29022.42,11740.62,3838.75,37400,3180
Darryl West,surveyor ,debt_consolidation,11970,5600,19.03,36,21,10235253,0.2625,1/1/2021,3700,29022.42,2970.52,971.25,46005,3780
Mark Cooper,mechanic,home_improvement,39912,40000,9.93,60,85,47859505,1.547,1/1/2023,3824,16540,7915.96,5915.728,7323,684
Judith Ramirez,management ,house,555,28000,5.32,36,84,40941012,1.05,1/1/2021,3700,29022.42,11882.07,3885,39953,3672
Richard Guzman,account executive,debt_consolidation,105028,22000,12.62,60,50,28152650,0.91,1/1/2023,3824,16540,4656.45,3479.84,25273,2376
Randy Bailey,nursing supervisor ,major_purchase,7699,21000,7.35,36,65,31680545,0.8125,1/1/2021,3700,29022.42,9194.46,3006.25,55620,4680
Lori Castro,revenue manager,debt_consolidation,73130,20000,9.93,36,64,31193152,0.8,1/1/2021,3700,29022.42,9053.01,2960,23642,2196
Nicole Lewis,management,credit_card,109888,10000,14.08,60,23,12950219,0.4186,1/1/2023,3824,16540,2141.97,1600.7264,46384,4320
Kayla Alvarado,flight nurse ,other,83737,10000,9.93,60,21,11824113,0.3822,1/1/2023,3824,16540,1955.71,1461.5328,11152,1008
Autumn Perez,teacher,home_improvement,57120,8400,5.32,36,25,12184825,0.3125,1/1/2021,3700,29022.42,3536.33,1156.25,6416,576
Shelby Smith,senior it auditor,debt_consolidation,34077,20000,10.91,36,65,31680545,0.8125,1/1/2021,3700,29022.42,9194.46,3006.25,19032,1656
Michael Serrano,president,home_improvement,547708,17150,6.72,36,53,25831829,0.6625,1/1/2021,3700,29022.42,7497.02,2451.25,23127,1944
Paul Davidson,driver,house,887,6025,18.06,36,22,10722646,0.275,1/1/2021,3700,29022.42,3111.97,1017.5,74180,6000
Christy Nicholson,sergeant first class,credit_card,106680,7500,21.45,36,28,13647004,0.35,1/1/2021,3700,29022.42,3960.69,1295,3311,288
Anthony Rivera,1sg,debt_consolidation,97701,21275,14.08,36,73,35579689,0.9125,1/1/2021,3700,29022.42,10326.09,3376.25,21940,1740
James Clark,team leader ,home_improvement,31779,10000,6.72,36,31,15109183,0.3875,1/1/2021,3700,29022.42,4385.05,1433.75,38025,3240
Morgan Wilkinson,cheif executive officer,other,53167,7000,21.45,36,27,13159611,0.3375,1/1/2021,3700,29022.42,3819.24,1248.75,19469,1728
Leroy Lewis,move order specialist,credit_card,38800,25000,12.62,60,56,31530968,1.0192,1/1/2023,3824,16540,5215.22,3897.4208,35050,2880
Jamie Delgado,superintendent,car,93950,4800,11.99,36,16,7798288,0.2,1/1/2021,3700,29022.42,2263.25,740,33590,2820
Charles Smith,assistant general  manager ,credit_card,23854,16000,17.09,60,40,22522120,0.728,1/1/2023,3824,16540,3725.16,2783.872,19469,1728
Angel Harris,customer relations specialists ,other,9194,1500,21.45,36,6,2924358,0.075,1/1/2021,3700,29022.42,848.72,277.5,4135,360
Courtney Johnson,hr director,credit_card,33291,22500,10.42,36,73,35579689,0.9125,1/1/2021,3700,29022.42,10326.09,3376.25,1773,180
Jermaine Gonzales,property manager ,home_improvement,133579,35000,17.09,36,125,60924125,1.5625,1/1/2021,3700,29022.42,17681.66,5781.25,44885,3600
Melissa Lopez,,credit_card,174284,3000,6.08,36,9,4386537,0.1125,1/1/2021,3700,29022.42,1273.08,416.25,13126,1152
Christine Johnson,corrections officers 3,debt_consolidation,75514,32000,16.02,36,113,55075409,1.4125,1/1/2021,3700,29022.42,15984.22,5226.25,42048,3420
John Jensen,teacher,debt_consolidation,48699,14000,19.03,60,36,20269908,0.6552,1/1/2023,3824,16540,3352.64,2505.4848,35463,3276
Melanie Rodriguez,receiving clerk,medical,2095,12000,16.02,60,29,16328537,0.5278,1/1/2023,3824,16540,2700.74,2018.3072,23856,1980
Mrs. Barbara Bentley,teacher,debt_consolidation,55058,4000,14.08,36,14,6823502,0.175,1/1/2021,3700,29022.42,1980.35,647.5,8272,720
Sarah Reid,area manager,medical,57967,5000,10.42,36,16,7798288,0.2,1/1/2021,3700,29022.42,2263.25,740,11845,1008
Sara Turner,director of construction,home_improvement,10435,27000,10.42,60,58,32657074,1.0556,1/1/2023,3824,16540,5401.48,4036.6144,35472,3276
Tanya Mcgee DVM,president,debt_consolidation,99047,30000,17.09,36,107,52151051,1.3375,1/1/2021,3700,29022.42,15135.5,4948.75,37470,3000
Penny Mercado,firefighter,other,77321,10000,9.93,60,21,11824113,0.3822,1/1/2023,3824,16540,1955.71,1461.5328,10812,1008
Daniel Kelly,software engineer,debt_consolidation,28999,22000,15.05,60,52,29278756,0.9464,1/1/2023,3824,16540,4842.71,3619.0336,15751,1404
Adam Leon,executive assistant,credit_card,16240,5000,13.59,36,17,8285681,0.2125,1/1/2021,3700,29022.42,2404.71,786.25,8437,684
Lisa Gilmore,equipment operator ,other,87723,4800,10.42,36,16,7798288,0.2,1/1/2021,3700,29022.42,2263.25,740,5630,504
Patricia Harris,owner,credit_card,119593,30000,6.72,36,92,44840156,1.15,1/1/2021,3700,29022.42,13013.7,4255,25036,2040
Nicole Jackson,machine operator,debt_consolidation,17236,10500,25.82,60,31,17454643,0.5642,1/1/2023,3824,16540,2887,2157.5008,44759,3660
Hannah Ramirez,upholsterer ,other,2672,10000,18.06,60,25,14076325,0.455,1/1/2023,3824,16540,2328.22,1739.92,5690,504
Aaron Figueroa III,environmental serviceassociate,home_improvement,1328,7000,6.72,36,22,10722646,0.275,1/1/2021,3700,29022.42,3111.97,1017.5,12832,1152
Tom Mann,recruiter ,major_purchase,72587,10000,15.05,36,35,17058755,0.4375,1/1/2021,3700,29022.42,4950.86,1618.75,54366,4560
Daniel Kelley,officer,debt_consolidation,32334,36500,5.32,36,110,53613230,1.375,1/1/2021,3700,29022.42,15559.86,5087.5,17481,1500
Laurie Johnson,csp,debt_consolidation,6150,3000,14.08,36,10,4873930,0.125,1/1/2021,3700,29022.42,1414.53,462.5,3634,324
Scott Murphy,owner / president,small_business,29213,40000,16.02,60,97,54616141,1.7654,1/1/2023,3824,16540,9033.51,6750.8896,20033,1740
Kimberly Perry,nurse,debt_consolidation,108791,22325,19.03,36,82,39966226,1.025,1/1/2021,3700,29022.42,11599.17,3792.5,22440,1920
Mr. Charles Brown,sergeant ,debt_consolidation,38136,30000,9.44,36,96,46789728,1.2,1/1/2021,3700,29022.42,13579.51,4440,48407,3780
Jay Kirby,interior designer ,credit_card,13100,10000,18.06,36,36,17546148,0.45,1/1/2021,3700,29022.42,5092.32,1665,22798,1800
Melissa Clay,president,debt_consolidation,46738,28000,17.09,36,100,48739300,1.25,1/1/2021,3700,29022.42,14145.32,4625,38400,3060
Dr. Darren Hunt,charger operator ,debt_consolidation,4145,12000,11.99,60,27,15202431,0.4914,1/1/2023,3824,16540,2514.48,1879.1136,40775,3360
Anthony Wang,ff/dairy specialist,debt_consolidation,27757,1500,10.91,36,5,2436965,0.0625,1/1/2021,3700,29022.42,707.27,231.25,39546,3360
Kenneth Duncan,camera repair technician,debt_consolidation,24012,19200,11.99,60,43,24211279,0.7826,1/1/2023,3824,16540,4004.55,2992.6624,51162,4020
John Sullivan,cip compliance specialist,small_business,30340,1200,24.85,36,5,2436965,0.0625,1/1/2021,3700,29022.42,707.27,231.25,7210,648
Zachary Park,head age group coach,debt_consolidation,102145,8000,11.99,36,27,13159611,0.3375,1/1/2021,3700,29022.42,3819.24,1248.75,6937,648
David King,software engineer,debt_consolidation,7172,4000,7.35,36,12,5848716,0.15,1/1/2021,3700,29022.42,1697.44,555,16728,1512
Shelby Rose,owner,major_purchase,80108,8000,9.93,36,26,12672218,0.325,1/1/2021,3700,29022.42,3677.78,1202.5,9613,900
Teresa Mcneil,correctional officer,debt_consolidation,62893,12000,14.08,36,41,19983113,0.5125,1/1/2021,3700,29022.42,5799.58,1896.25,30513,2808
Terry Patterson,cnc operator ,debt_consolidation,73719,35000,21.45,60,96,54053088,1.7472,1/1/2023,3824,16540,8940.38,6681.2928,22209,1908
Michelle Pena,,credit_card,2244,15000,21.45,60,41,23085173,0.7462,1/1/2023,3824,16540,3818.29,2853.4688,43170,3636
Oscar Sherman,,home_improvement,15058,12000,9.44,36,38,18520934,0.475,1/1/2021,3700,29022.42,5375.22,1757.5,14806,1260
Christopher Lewis,forms and records analyst,moving,86964,8000,16.02,36,28,13647004,0.35,1/1/2021,3700,29022.42,3960.69,1295,10905,972
David Larson,teacher ,credit_card,9694,22000,7.35,36,68,33142724,0.85,1/1/2021,3700,29022.42,9618.82,3145,10814,1008
Brandon Sims,maintenence,debt_consolidation,14007,2000,9.93,36,6,2924358,0.075,1/1/2021,3700,29022.42,848.72,277.5,3051,288
Wendy Garcia,lab tester,debt_consolidation,98687,10000,9.44,36,32,15596576,0.4,1/1/2021,3700,29022.42,4526.5,1480,68303,5460
Diane Dunn MD,"avp, business development",debt_consolidation,171594,35000,20,60,93,52363929,1.6926,1/1/2023,3824,16540,8660.99,6472.5024,6726,612
Jeffrey Lewis,cover driver,debt_consolidation,14311,16800,5.32,36,51,24857043,0.6375,1/1/2021,3700,29022.42,7214.12,2358.75,1687,144
James Smith,accountant,debt_consolidation,18689,15600,10.42,36,51,24857043,0.9625,1/1/2021,3700,29022.42,7214.12,3561.25,9072,864
Kevin Vargas,head of operations,home_improvement,11707,10000,6.72,36,31,15109183,0.3875,1/1/2021,3700,29022.42,4385.05,1433.75,9188,828
Kristen Casey,manager,debt_consolidation,118885,11000,16.02,60,27,15202431,0.4914,1/1/2023,3824,16540,2514.48,1879.1136,16000,1332
Rachel Malone,delivery driver,debt_consolidation,76021,25000,28.72,60,79,44481187,1.4378,1/1/2023,3824,16540,7357.19,5498.1472,39444,3276
Michael Williams,broker associate,debt_consolidation,99615,12800,21.45,36,49,23882257,1.1648,1/1/2021,3700,29022.42,6931.21,4309.76,3981,360
Jake Alexander,senior principle associate,credit_card,82425,29825,6.08,36,91,44352763,1.1375,1/1/2021,3700,29022.42,12872.25,4208.75,40308,3300
Shannon Oneill,science teacher,home_improvement,3425,25200,10.91,36,82,39966226,1.025,1/1/2021,3700,29022.42,11599.17,3792.5,18578,1656
Amanda Heath,secretary,house,54220,20000,10.91,36,65,31680545,0.8125,1/1/2021,3700,29022.42,9194.46,3006.25,14074,1224
Nicole Nelson,,debt_consolidation,25834,17000,19.03,36,62,30218366,0.775,1/1/2021,3700,29022.42,8770.1,2867.5,16117,1332
Randy Brown,care nurse ,medical,2973,24000,6.72,36,74,36067082,0.925,1/1/2021,3700,29022.42,10467.54,3422.5,22523,1944
Richard Rhodes,certified veterinary technician ,debt_consolidation,11120,11525,19.03,60,30,16891590,0.546,1/1/2023,3824,16540,2793.87,2087.904,50282,4260
Anthony Reynolds,cooler service technician,debt_consolidation,38711,15500,9.44,36,50,24369650,0.625,1/1/2021,3700,29022.42,7072.66,2312.5,43358,3960
David Murphy,general manager,home_improvement,8473,7500,6.08,36,23,11210039,0.7462,1/1/2021,3700,29022.42,3253.42,2760.94,6148,576
John Russell,physician,debt_consolidation,390719,32000,13.59,36,109,53125837,1.3625,1/1/2021,3700,29022.42,15418.4,5041.25,51120,4200
Andrea Willis,respiratory therapist,debt_consolidation,57176,15000,19.03,60,39,21959067,0.7098,1/1/2023,3824,16540,3632.03,2714.2752,14720,1260
Aaron Davis,loan officer,credit_card,29375,14400,14.08,36,49,23882257,0.6125,1/1/2021,3700,29022.42,6931.21,2266.25,16305,1380
Connor Carter,rn clinical educator,debt_consolidation,22511,12000,10.91,36,39,19008327,0.4875,1/1/2021,3700,29022.42,5516.68,1803.75,20096,1872
Troy Wong,loan officer assistant,other,1473,10000,7.35,36,31,15109183,0.3875,1/1/2021,3700,29022.42,4385.05,1433.75,9764,900
Rachel Stokes,,car,3541,6600,10.42,36,21,10235253,0.2625,1/1/2021,3700,29022.42,2970.52,971.25,11824,1080
Jeremy Wallace,handyman,other,59824,10000,16.02,60,24,13513272,0.4368,1/1/2023,3824,16540,2235.1,1670.3232,13627,1224
Emily Lowe,shift manager,medical,2095,40000,12.62,60,90,50674770,1.638,1/1/2023,3824,16540,8381.61,6263.712,36288,3132
Angela Hart,human resources manager,credit_card,45182,10000,23.88,36,39,19008327,0.4875,1/1/2021,3700,29022.42,5516.68,1803.75,19194,1620
Jennifer Sanchez,information technology,credit_card,42694,5600,9.44,36,18,8773074,0.225,1/1/2021,3700,29022.42,2546.16,832.5,19910,1764
Amber Hahn,,car,25932,2000,12.62,36,7,3411751,0.0875,1/1/2021,3700,29022.42,990.17,323.75,47960,3996
Lisa Rodriguez,enterprise product manager,vacation,50211,2000,15.05,36,7,3411751,0.0875,1/1/2021,3700,29022.42,990.17,323.75,2566,216
Ralph Oliver,,other,19223,8000,6.08,36,24,11697432,0.3,1/1/2021,3700,29022.42,3394.88,1110,9854,864
Michael Cervantes,general manager,debt_consolidation,4682,15000,10.42,36,49,23882257,0.2,1/1/2021,3700,29022.42,6931.21,740,5946,540
Karen Hernandez,firefighter ,debt_consolidation,34912,24000,9.93,36,77,37529261,0.9625,1/1/2021,3700,29022.42,10891.9,3561.25,47379,4068
Sheri Jones,paralegal,credit_card,47921,21000,10.91,36,69,33630117,0.8625,1/1/2021,3700,29022.42,9760.27,3191.25,14277,1260
Gregory Marshall,administrator,debt_consolidation,52581,25200,17.09,60,63,35472339,1.1466,1/1/2023,3824,16540,5867.12,4384.5984,17394,1620
Marissa Flores,math teacher,debt_consolidation,37848,12000,21.45,36,45,21932685,0.5625,1/1/2021,3700,29022.42,6365.4,2081.25,45452,4212
Ricky Davenport,project manager,debt_consolidation,67037,16500,6.08,36,50,24369650,0.625,1/1/2021,3700,29022.42,7072.66,2312.5,39758,3120
Monica Taylor,realtor,credit_card,44076,12000,14.08,36,41,19983113,0.5125,1/1/2021,3700,29022.42,5799.58,1896.25,35353,2940
Thomas Villarreal,"vp, technology",debt_consolidation,72323,21000,17.09,60,52,29278756,0.9464,1/1/2023,3824,16540,4842.71,3619.0336,7402,648
Jennifer Stein,carpenter,debt_consolidation,21747,8400,7.97,36,26,12672218,0.325,1/1/2021,3700,29022.42,3677.78,1202.5,59130,4740
Karen Rodgers,research technician ,debt_consolidation,97737,10000,14.08,36,34,16571362,0.425,1/1/2021,3700,29022.42,4809.41,1572.5,37055,3312
Dr. Jeffrey Butler,store manager ,debt_consolidation,71794,17500,6.72,36,54,26319222,0.675,1/1/2021,3700,29022.42,7638.48,2497.5,31767,2700
Jason Watts,real estate,debt_consolidation,8647,10000,10.91,36,33,16083969,0.4125,1/1/2021,3700,29022.42,4667.96,1526.25,29732,2628
